PRODUCT_NO,KPRM,CUST_LOC_NO,LTA,RI_TYPE,RI_NONRI,RI_TIME,MIN,SOH,MAX_QTY,TAR_SSL,SUP_SSL,QTY_PICK,QTY_SNR,UID_STATUS,ORDNO,ITMNO,REQ_DATE,PERID0,PERID1 ,PERID2 ,PERID3 ,PERID4 ,PERID5 ,PERID6 ,PERID7 ,PERID8 ,PERID9 ,PERID10 ,PERID11 ,PERID12 ,PERID13 ,PERID14 ,PERID15 ,PERID16 ,PERID17 ,PERID18 ,PERID19 ,PERID20 ,PERID21 ,PERID22 ,PERID23 ,PERID24 ,PERID25 ,PERID26 ,PERID27 ,PERID28 ,PERID29 ,PERID30 ,PERID31 ,PERID32 ,PERID33 ,PERID34 ,PERID35 ,PERID36 
Product,Key Figure,Customer Loc.,,Replenishment Indicator,,,Minimum Safety Stock,,,,,Shippable Qty,Quantity,Medium Field Label,Order Document Number,Item Number,RequDlvryD,03/16/2018 - 12/08/2020,12/09/2020 - 12/13/2020,12/14/2020 - 12/20/2020,12/21/2020 - 12/27/2020,12/28/2020 - 01/03/2021,01/04/2021 - 01/10/2021,01/11/2021 - 01/17/2021,01/18/2021 - 01/24/2021,01/25/2021 - 01/31/2021,02/01/2021 - 02/07/2021,02/08/2021 - 02/14/2021,02/15/2021 - 02/21/2021,02/22/2021 - 02/28/2021,03/01/2021 - 03/07/2021,03/08/2021 - 03/14/2021,03/15/2021 - 03/21/2021,03/22/2021 - 03/28/2021,03/29/2021 - 04/04/2021,04/05/2021 - 04/11/2021,04/12/2021 - 04/18/2021,04/19/2021 - 04/25/2021,04/26/2021 - 05/02/2021,05/03/2021 - 05/09/2021,05/10/2021 - 05/16/2021,05/17/2021 - 05/23/2021,05/24/2021 - 05/30/2021,5/31/2021,06/01/2021 - 06/30/2021,07/01/2021 - 07/31/2021,08/01/2021 - 08/31/2021,09/01/2021 - 09/30/2021,10/01/2021 - 10/31/2021,11/01/2021 - 11/30/2021,12/01/2021 - 12/31/2021,01/01/2022 - 12/31/2022,01/01/2023 - 12/31/2023,01/01/2024 - 12/31/2024
,,,,,,,0,0,0,0,0,0,0,,H117214A,00830/1197,20211005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00830/1197,20211122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00830/1197,20220125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00830/1197,20220328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00830/1197,20220419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00830/1197,20220607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00830/1197,20220623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00830/1197,20220726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00830/1197,20220822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00830/1197,20220927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00830/1197,20221025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00830/1197,20230105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00830/1197,20230202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00830/1197,20230330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00830/1197,20230502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00830/1197,20230630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00830/1197,20230803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00830/1197,20230831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00830/1197,20231003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00830/1197,20231031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
823716-1,Planned,2701,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,,,7,10,,81,106,
823716-1,Firm,2710,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,S117214A,00830/363,20210223,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
823716-1,Planned,2710,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5
823750-1,Firm,2701,N,NA,NA,NA,0,0,0,0,0,2,0,,,,0,,,,,,,,,,,,,4,,5,,4,,5,,,4,,3,3,,,4,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20210226,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20210311,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20210325,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20210409,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20210430,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20210513,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20210520,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20210604,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20210624,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20210709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20210723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20210806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20210826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20210910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20211001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20211015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20211103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20211117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20211203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20211221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20220121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20220204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20220218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20220304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20220318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20220407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20220429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20220519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20220610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20220630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20220715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20220812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20220909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20220923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20221014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20221028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20221207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20230110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20230207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20230310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20230406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20230509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20230609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20230710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20230810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20230908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20231010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00840/1066,20231107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
823750-1,Planned,2701,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,10,4,4,7,10,111,90,
823750-1,Firm,2710,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823750-1,Planned,2710,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823768-2,Firm,2701,N,NA,NA,NA,0,0,0,0,0,5,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00850/1085,20221223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00850/1085,20221223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00850/1085,20230125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00850/1085,20230227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
823768-2,Planned,2701,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,
823768-2,Firm,2710,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823768-2,Planned,2710,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,7
823801-2,Firm,2701,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823801-2,Planned,2701,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823841-1,Firm,2701,N,NA,NA,NA,0,0,0,0,0,351,0,,,,0,,,,,,,,,,,9,8,7,9,9,10,,11,14,,9,8,,10,10,9,,23,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210210,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210217,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210223,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210304,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210311,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210318,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210330,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210409,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210421,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210428,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210511,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210518,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210525,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210604,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210610,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210615,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210624,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210629,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20210929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20211006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20211013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20211020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20211027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20211103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20211110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20211117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20211201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20211210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20211217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20211224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20220907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20221003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20221019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20221026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20230103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20221103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20221130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20230131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20230228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20230308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20230330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20230411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20230428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20230505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00860/1337,20230531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,
